Computer Name,Comment,Type,Domain
WSQ103325,,<unknown>,OMPERTH
WSQ103325,,<unknown>,MOJ_MASTER
WSQ103326,,<unknown>,OMPERTH
WSQ103326,,<unknown>,MOJ_MASTER
WSQ103327,,<unknown>,OMPERTH
WSQ103327,,<unknown>,MOJ_MASTER
WSQ103347,,<unknown>,MOJ_MASTER
WSQ103348,,<unknown>,MOJ_MASTER
WSQ103357,,<unknown>,OMPERTH
WSQ103357,,<unknown>,MOJ_MASTER
WSQ103358,,<unknown>,MOJ_MASTER
WSQ103360,,<unknown>,MOJ_MASTER
WSQ103382,,<unknown>,MOJ_MASTER
WSQ103383,,<unknown>,OMPERTH
WSQ103384,,<unknown>,MOJ_MASTER
WSQ103399,,<unknown>,MOJ_MASTER
WSQ103405,,<unknown>,OMPERTH
WSQ103412,,<unknown>,OMSOUTH
WSQ103412,,<unknown>,OMPERTH
WSQ103412,,<unknown>,MOJ_MASTER
WSQ103425,,<unknown>,MOJ_MASTER
WSQ103427,,<unknown>,MOJ_MASTER
WSQ103428,,<unknown>,MOJ_MASTER
WSQ103430,,<unknown>,MOJ_MASTER
WSQ103431,,<unknown>,OMPERTH
WSQ103431,,<unknown>,MOJ_MASTER
WSQ103434,,<unknown>,MOJ_MASTER
WSQ103439,,<unknown>,MOJ_MASTER
WSQ103440,,<unknown>,MOJ_MASTER
WSQ103446,,<unknown>,MOJ_MASTER
WSQ103448,,<unknown>,MOJ_MASTER
WSQ103458,,<unknown>,MOJ_MASTER
WSQ103537,,<unknown>,MOJ_MASTER
WSQ103539,,<unknown>,MOJ_MASTER
WSQ103540,,<unknown>,MOJ_MASTER
WSQ103597,,<unknown>,MOJ_MASTER
WSQ103598,,<unknown>,MOJ_MASTER
WSQ103599,,<unknown>,MOJ_MASTER
WSQ103600,,<unknown>,MOJ_MASTER
WSQ103601,,<unknown>,MOJ_MASTER
WSQ103602,,<unknown>,OMPERTH
WSQ103602,,<unknown>,MOJ_MASTER
WSQ103603,,<unknown>,MOJ_MASTER
WSQ103604,,<unknown>,MOJ_MASTER
WSQ103605,,<unknown>,MOJ_MASTER
WSQ103606,,<unknown>,MOJ_MASTER
WSQ103607,,<unknown>,MOJ_MASTER
WSQ103608,,<unknown>,MOJ_MASTER
WSQ103609,,<unknown>,MOJ_MASTER
WSQ103610,,<unknown>,MOJ_MASTER
WSQ103611,,<unknown>,MOJ_MASTER
WSQ103612,,<unknown>,MOJ_MASTER
WSQ103613,,<unknown>,MOJ_MASTER
WSQ103614,,<unknown>,MOJ_MASTER
WSQ103615,,<unknown>,MOJ_MASTER
WSQ103616,,<unknown>,MOJ_MASTER
WSQ103619,,<unknown>,MOJ_MASTER
WSQ103637,,<unknown>,MOJ_MASTER
WSQ103653,,<unknown>,MOJ_MASTER
WSQ103659,,<unknown>,MOJ_MASTER
WSQ103660,,<unknown>,MOJ_MASTER
WSQ1036660,,<unknown>,MOJ_MASTER
WSQ103667,,<unknown>,MOJ_MASTER
WSQ103668,,<unknown>,MOJ_MASTER
WSQ103669,,<unknown>,MOJ_MASTER
WSQ103670,,<unknown>,OMNORTH
WSQ103670,,<unknown>,MOJ_MASTER
WSQ103675,,<unknown>,MOJ_MASTER
WSQ103683,,<unknown>,MOJ_MASTER
WSQ103699,,<unknown>,MOJ_MASTER
WSQ103700,,<unknown>,MOJ_MASTER
WSQ103833,,<unknown>,MOJ_MASTER
WSQ104035,,<unknown>,OMPERTH
WSQ104035,,<unknown>,MOJ_MASTER
WSQ104036,,<unknown>,MOJ_MASTER
WSQ104041,,<unknown>,MOJ_MASTER
WSQ104042,,<unknown>,MOJ_MASTER
WSQ104048,,<unknown>,MOJ_MASTER
WSQ104058,,<unknown>,MOJ_MASTER
WSQ104060,,<unknown>,MOJ_MASTER
WSQ105126,,<unknown>,MOJ_MASTER
WSQ105142,,<unknown>,MOJ_MASTER
WSQ105143,,<unknown>,OMPERTH
WSQ105155,,<unknown>,MOJ_MASTER
WSQ105159,,<unknown>,MOJ_MASTER
WSQ105161,,<unknown>,MOJ_MASTER
WSQ105162,,<unknown>,MOJ_MASTER
WSQ105348,,<unknown>,MOJ_MASTER
WSQ105407,,<unknown>,MOJ_MASTER
WSQ105412,,<unknown>,MOJ_MASTER
WSQ105413,,<unknown>,MOJ_MASTER
WSQ105420,,<unknown>,MOJ_MASTER
WSQ105421,,<unknown>,MOJ_MASTER
WSQ105424,,<unknown>,MOJ_MASTER
WSQ105425,,<unknown>,MOJ_MASTER
WSQ105428,,<unknown>,OMPERTH
WSQ105429,,<unknown>,MOJ_MASTER
WSQ1054376,,<unknown>,MOJ_MASTER
WSQ105438,,<unknown>,MOJ_MASTER
WSQ105439,,<unknown>,OMPERTH
WSQ105439,,<unknown>,MOJ_MASTER
WSQ105440,,<unknown>,MOJ_MASTER
WSQ105443,,<unknown>,MOJ_MASTER
WSQ105443,,<unknown>,CORP_SERVICES
WSQ105444,,<unknown>,MOJ_MASTER
WSQ105451,,<unknown>,MOJ_MASTER
WSQ105452,,<unknown>,MOJ_MASTER
WSQ105455,,<unknown>,OMPERTH
WSQ105455,,<unknown>,MOJ_MASTER
WSQ105456,,<unknown>,OMPERTH
WSQ105456,,<unknown>,MOJ_MASTER
WSQ105457,,<unknown>,MOJ_MASTER
WSQ105459,,<unknown>,MOJ_MASTER
WSQ105461,,<unknown>,MOJ_MASTER
WSQ105462,,<unknown>,MOJ_MASTER
WSQ110084,,<unknown>,MOJ_MASTER
WSQ1121,,<unknown>,MOJ_MASTER
WSQ12345,,<unknown>,MOJ_MASTER
WSQ123456,,<unknown>,MOJ_MASTER
WSQ1234567,,<unknown>,MOJ_MASTER
WSQ123466,,<unknown>,MOJ_MASTER
WSQ1O03412,,<unknown>,MOJ_MASTER
WSQ2,,<unknown>,MOJ_MASTER
WSQ342Q56,,<unknown>,MOJ_MASTER
WSQ40786,,<unknown>,CORP_SERVICES
WSQ454467,,<unknown>,OMPERTH
WSQ454467,,<unknown>,MOJ_MASTER
WSQ45545455,,<unknown>,MOJ_MASTER
WSQ4566,,<unknown>,MOJ_MASTER
WSQ45664,,<unknown>,MOJ_MASTER
WSQ4575,,<unknown>,MOJ_MASTER
WSQ4688,,<unknown>,MOJ_MASTER
WSQ4688,,<unknown>,LOCAL_COURT
WSQ48439,,<unknown>,OMPERTH
WSQ500007,,<unknown>,CORP_SERVICES
WSQ500023,,<unknown>,MOJ_MASTER
WSQ500046,,<unknown>,OMPERTH
WSQ500055,,<unknown>,MOJ_MASTER
WSQ500095,,<unknown>,MOJ_MASTER
WSQ500095-ISD,,<unknown>,MOJ_MASTER
WSQ500095-ISD,,<unknown>,CORP_SERVICES
WSQ500285,,<unknown>,MOJ_MASTER
WSQ500375,,<unknown>,MOJ_MASTER
WSQ500548,,<unknown>,MOJ_MASTER
WSQ54321,,<unknown>,MOJ_MASTER
WSQ654321,,<unknown>,MOJ_MASTER
WSQ72612,,<unknown>,OMPERTH
WSQ72612,,<unknown>,MOJ_MASTER
WSQ765765,,<unknown>,MOJ_MASTER
WSQ78870,,<unknown>,CORP_SERVICES
WSQ87R6,,<unknown>,MOJ_MASTER
WSQ932874,,<unknown>,MOJ_MASTER
WSQ95149,,<unknown>,MOJ_MASTER
WSQ95201,,<unknown>,MOJ_MASTER
WSQ95211,,<unknown>,MOJ_MASTER
WSQ95231,,<unknown>,MOJ_MASTER
WSQ95232,,<unknown>,MOJ_MASTER
WSQ95233,,<unknown>,MOJ_MASTER
WSQ95234,,<unknown>,MOJ_MASTER
WSQ95235,,<unknown>,MOJ_MASTER
WSQ95236,,<unknown>,MOJ_MASTER
WSQ95237,,<unknown>,MOJ_MASTER
WSQ95238,,<unknown>,MOJ_MASTER
WSQ95239,,<unknown>,MOJ_MASTER
WSQ95240,,<unknown>,MOJ_MASTER
WSQ95241,,<unknown>,MOJ_MASTER
WSQ95242,,<unknown>,MOJ_MASTER
WSQ95243,,<unknown>,MOJ_MASTER
WSQ95244,,<unknown>,MOJ_MASTER
WSQ95245,,<unknown>,MOJ_MASTER
WSQ95246,,<unknown>,MOJ_MASTER
WSQ95247,,<unknown>,MOJ_MASTER
WSQ95248,,<unknown>,MOJ_MASTER
WSQ95249,,<unknown>,MOJ_MASTER
WSQ95250,,<unknown>,MOJ_MASTER
WSQ95251,,<unknown>,MOJ_MASTER
WSQ95252,,<unknown>,MOJ_MASTER
WSQ95253,,<unknown>,MOJ_MASTER
WSQ95255,,<unknown>,MOJ_MASTER
WSQ95256,,<unknown>,MOJ_MASTER
WSQ95288,,<unknown>,MOJ_MASTER
WSQ95290,,<unknown>,MOJ_MASTER
WSQ95291,,<unknown>,MOJ_MASTER
WSQ95292,,<unknown>,MOJ_MASTER
WSQ95293,,<unknown>,MOJ_MASTER
WSQ95295,,<unknown>,MOJ_MASTER
WSQ95338,,<unknown>,MOJ_MASTER
WSQ95341,,<unknown>,MOJ_MASTER
WSQ95354,,<unknown>,MOJ_MASTER
WSQ95374,,<unknown>,OMPERTH
WSQ95377,,<unknown>,MOJ_MASTER
WSQ95378,,<unknown>,MOJ_MASTER
WSQ95379,,<unknown>,MOJ_MASTER
WSQ95387,,<unknown>,OMPERTH
WSQ95393,,<unknown>,OMPERTH
WSQ95394,,<unknown>,OMPERTH
WSQ95397,,<unknown>,OMPERTH
WSQ95400,,<unknown>,OMPERTH
WSQ95400,,<unknown>,MOJ_MASTER
WSQ95401,,<unknown>,MOJ_MASTER
WSQ95403,,<unknown>,MOJ_MASTER
WSQ95412,,<unknown>,MOJ_MASTER
WSQ95417,,<unknown>,OMPERTH
WSQ95419,,<unknown>,MOJ_MASTER
WSQ95420,,<unknown>,MOJ_MASTER
WSQ95424,,<unknown>,MOJ_MASTER
WSQ95458,,<unknown>,MOJ_MASTER
WSQ95504,,<unknown>,MOJ_MASTER
WSQ95505,,<unknown>,MOJ_MASTER
WSQ95520,,<unknown>,MOJ_MASTER
WSQ95522,,<unknown>,MOJ_MASTER
WSQ95523,,<unknown>,MOJ_MASTER
WSQ95524,,<unknown>,MOJ_MASTER
WSQ95541,,<unknown>,OMMETROSOUTH
WSQ95566,,<unknown>,JARDINE
WSQ95574,,<unknown>,MOJ_MASTER
WSQ95578,,<unknown>,MOJ_MASTER
WSQ95582,,<unknown>,OMPERTH
WSQ95584,,<unknown>,MOJ_MASTER
WSQ95586,,<unknown>,OMPERTH
WSQ95586,,<unknown>,MOJ_MASTER
WSQ95600,,<unknown>,OMPERTH
WSQ95600,,<unknown>,MOJ_MASTER
WSQ95621,,<unknown>,OMPERTH
WSQ95631,,<unknown>,MOJ_MASTER
WSQ95633,,<unknown>,MOJ_MASTER
WSQ95634,,<unknown>,MOJ_MASTER
WSQ95635,,<unknown>,MOJ_MASTER
WSQ95636,,<unknown>,CORP_SERVICES
WSQ95637,,<unknown>,OMPERTH
WSQ95639,,<unknown>,MOJ_MASTER
WSQ95640,,<unknown>,OMSOUTH
WSQ95640,,<unknown>,OMPERTH
WSQ95642,,<unknown>,OMPERTH
WSQ95642,,<unknown>,MOJ_MASTER
WSQ95643,,<unknown>,MOJ_MASTER
WSQ95644,,<unknown>,MOJ_MASTER
WSQ95645,,<unknown>,MOJ_MASTER
WSQ95647,,<unknown>,MOJ_MASTER
WSQ95648,,<unknown>,MOJ_MASTER
WSQ95649,,<unknown>,MOJ_MASTER
WSQ95669,,<unknown>,MOJ_MASTER
WSQ95689,,<unknown>,OMPERTH
WSQ95711,,<unknown>,OMPERTH
WSQ95711,,<unknown>,MOJ_MASTER
WSQ95712,,<unknown>,MOJ_MASTER
WSQ95727,,<unknown>,MOJ_MASTER
WSQ95729,,<unknown>,MOJ_MASTER
WSQ95737,,<unknown>,MOJ_MASTER
WSQ95746,,<unknown>,MOJ_MASTER
WSQ95756,,<unknown>,OMPERTH
WSQ95758,,<unknown>,MOJ_MASTER
WSQ95765,,<unknown>,OMPERTH
WSQ95765,,<unknown>,MOJ_MASTER
WSQ95766,,<unknown>,MOJ_MASTER
WSQ95767,,<unknown>,MOJ_MASTER
WSQ95773,,<unknown>,CORP_SERVICES
WSQ95780,,<unknown>,CORP_SERVICES
WSQ95781,,<unknown>,MOJ_MASTER
WSQ95782,,<unknown>,MOJ_MASTER
WSQ95796,,<unknown>,MOJ_MASTER
WSQ95803,,<unknown>,MOJ_MASTER
WSQ95804,,<unknown>,MOJ_MASTER
WSQ95805,,<unknown>,MOJ_MASTER
WSQ95809,,<unknown>,MOJ_MASTER
WSQ95811,,<unknown>,MOJ_MASTER
WSQ95812,,<unknown>,MOJ_MASTER
WSQ95820,,<unknown>,MOJ_MASTER
WSQ95821,,<unknown>,OMSOUTH
WSQ95821,,<unknown>,OMPERTH
WSQ95821,,<unknown>,OMMETROSOUTH
WSQ95821,,<unknown>,OMMETRONORTH
WSQ95821,,<unknown>,MOJ_MASTER
WSQ95822,,<unknown>,MOJ_MASTER
WSQ95825,,<unknown>,MOJ_MASTER
WSQ95841,,<unknown>,MOJ_MASTER
WSQ95843,,<unknown>,MOJ_MASTER
WSQ95851,,<unknown>,MOJ_MASTER
WSQ95853,,<unknown>,OMPERTH
WSQ95856,,<unknown>,MOJ_MASTER
WSQ95860,,<unknown>,MOJ_MASTER
WSQ95861,,<unknown>,MOJ_MASTER
WSQ95861,,<unknown>,CORP_SERVICES
WSQ95867,,<unknown>,OMPERTH
WSQ95867,,<unknown>,MOJ_MASTER
WSQ95868,,<unknown>,MOJ_MASTER
WSQ95869,,<unknown>,MOJ_MASTER
WSQ95875,,<unknown>,OMPERTH
WSQ95875,,<unknown>,MOJ_MASTER
WSQ95875,,<unknown>,CORP_SERVICES
WSQ95876,,<unknown>,MOJ_MASTER
WSQ95878,,<unknown>,OMPERTH
WSQ95885,,<unknown>,MOJ_MASTER
WSQ95887,,<unknown>,MOJ_MASTER
WSQ95888,,<unknown>,MOJ_MASTER
WSQ95889,,<unknown>,MOJ_MASTER
WSQ95890,,<unknown>,MOJ_MASTER
WSQ95954,,<unknown>,MOJ_MASTER
WSQ95959,,<unknown>,MOJ_MASTER
WSQ95975,,<unknown>,OMPERTH
WSQ95976,,<unknown>,CORP_SERVICES
WSQ95977,,<unknown>,MOJ_MASTER
WSQ96486,,<unknown>,CORP_SERVICES
WSQ96557,,<unknown>,MOJ_MASTER
WSQ96955,,<unknown>,MOJ_MASTER
WSQ96955,,<unknown>,CORP_SERVICES
WSQ96958,,<unknown>,MOJ_MASTER
WSQ96985,,<unknown>,MOJ_MASTER
WSQ97087-CSO,,<unknown>,CORP_SERVICES
WSQ97118,,<unknown>,CORP_SERVICES
WSQ97210,,<unknown>,MOJ_MASTER
WSQ97257,,<unknown>,MOJ_MASTER
WSQ97258,,<unknown>,LOCAL_COURT
WSQ97259,,<unknown>,MOJ_MASTER
WSQ97262,,<unknown>,MOJ_MASTER
WSQ97267,,<unknown>,MOJ_MASTER
WSQ97286,,<unknown>,MOJ_MASTER
WSQ97288,,<unknown>,MOJ_MASTER
WSQ97289,,<unknown>,MOJ_MASTER
WSQ97290,,<unknown>,MOJ_MASTER
WSQ97291,,<unknown>,MOJ_MASTER
WSQ97303,,<unknown>,MOJ_MASTER
WSQ97303-HRS,,<unknown>,CORP_SERVICES
WSQ97304,,<unknown>,OMPERTH
WSQ97304,,<unknown>,MOJ_MASTER
WSQ97305,,<unknown>,MOJ_MASTER
WSQ97308,,<unknown>,OMPERTH
WSQ97309,,<unknown>,OMPERTH
WSQ97310,,<unknown>,OMPERTH
WSQ97920,,<unknown>,MOJ_MASTER
WSQ98178,,<unknown>,OMPERTH
WSQ98181,,<unknown>,OMPERTH
WSQ98307,,<unknown>,OMPERTH
WSQ98331,,<unknown>,OMPERTH
WSQ983474,,<unknown>,MOJ_MASTER
WSQ98365,,<unknown>,OMPERTH
WSQ98367,,<unknown>,OMPERTH
WSQ98368,,<unknown>,OMPERTH
WSQ98369,,<unknown>,OMPERTH
WSQ98371,,<unknown>,OMPERTH
WSQ98376,,<unknown>,CORP_SERVICES
WSQ98377,,<unknown>,OMPERTH
WSQ98378,,<unknown>,OMPERTH
WSQ98378,,<unknown>,MOJ_MASTER
WSQ98379,,<unknown>,OMPERTH
WSQ98380,,<unknown>,OMPERTH
WSQ98381,,<unknown>,OMPERTH
WSQ98383,,<unknown>,OMPERTH
WSQ98384,,<unknown>,OMPERTH
WSQ98387,,<unknown>,OMPERTH
WSQ98389,,<unknown>,OMPERTH
WSQ98389,,<unknown>,MOJ_MASTER
WSQ98390,,<unknown>,OMPERTH
WSQ98392,,<unknown>,OMPERTH
WSQ98393,,<unknown>,CORP_SERVICES
WSQ98394,,<unknown>,OMPERTH
WSQ98395,,<unknown>,OMPERTH
WSQ98396,,<unknown>,OMPERTH
WSQ98397,,<unknown>,OMPERTH
WSQ98443,,<unknown>,OMPERTH
WSQ98443,,<unknown>,MOJ_MASTER
WSQ98549,,<unknown>,OMPERTH
WSQ98549,,<unknown>,MOJ_MASTER
WSQ98549,,<unknown>,CORP_SERVICES
WSQ98648,,<unknown>,MOJ_MASTER
WSQ98718,,<unknown>,OMPERTH
WSQ98757,,<unknown>,OMPERTH
WSQ98758,,<unknown>,OMPERTH
WSQ98758,,<unknown>,MOJ_MASTER
WSQ98758,,<unknown>,CORP_SERVICES
WSQ98783,,<unknown>,OMPERTH
WSQ98783,,<unknown>,MOJ_MASTER
WSQ98785,,<unknown>,OMMETRONORTH
WSQ98811,,<unknown>,MOJ_MASTER
WSQ99222,,<unknown>,CORP_SERVICES
WSQ99304,,<unknown>,CORP_SERVICES
WSQ99367,,<unknown>,CORP_SERVICES
WSQ99413,,<unknown>,MOJ_MASTER
WSQ99499,,<unknown>,OMPERTH
WSQ99499,,<unknown>,MOJ_MASTER
WSQ99540,,<unknown>,OMPERTH
WSQ99568,,<unknown>,MOJ_MASTER
WSQ99577,,<unknown>,CORP_SERVICES
WSQ99606,,<unknown>,MOJ_MASTER
WSQ99676,,<unknown>,MOJ_MASTER
WSQ99848,,<unknown>,MOJ_MASTER
WSQ99895,,<unknown>,LOCAL_COURT
WSQ99896,,<unknown>,OMPERTH
WSQ99974,,<unknown>,CORP_SERVICES
WSQ99976,,<unknown>,MOJ_MASTER
WSQ99977,,<unknown>,MOJ_MASTER
WSQ99980,,<unknown>,MOJ_MASTER
WSQ99983,,<unknown>,MOJ_MASTER
WSQ99985,,<unknown>,MOJ_MASTER
WSQ99990,,<unknown>,MOJ_MASTER
WSQ99991,,<unknown>,MOJ_MASTER
WSQ99992,,<unknown>,MOJ_MASTER
WSQ99993,,<unknown>,MOJ_MASTER
WSQ99994,,<unknown>,MOJ_MASTER
WSQ99995,,<unknown>,MOJ_MASTER
WSQ99999,,<unknown>,MOJ_MASTER
WSQ_HD_TEST,,<unknown>,MOJ_MASTER
WSQA018380,,<unknown>,MOJ_MASTER
WSQA018975,,<unknown>,MOJ_MASTER
WSQA019000,,<unknown>,MOJ_MASTER
WSQA019037,,<unknown>,MOJ_MASTER
WSQA019091,,<unknown>,MOJ_MASTER
WSQA019109,,<unknown>,OMPERTH
WSQA019118,,<unknown>,MOJ_MASTER
WSQA019136,,<unknown>,MOJ_MASTER
WSQA019154,,<unknown>,MOJ_MASTER
WSQA019208,,<unknown>,MOJ_MASTER
WSQA029522,,<unknown>,OMPERTH
WSQA029522,,<unknown>,MOJ_MASTER
WSQA029559,,<unknown>,MOJ_MASTER
WSQA029568,,<unknown>,MOJ_MASTER
WSQADI,,<unknown>,MOJ_MASTER
WSQD9820A,,<unknown>,MOJ_MASTER
WSQDEMO,,<unknown>,OMPERTH
WSQDEMO,,<unknown>,MOJ_MASTER
WSQDUMMY,,<unknown>,MOJ_MASTER
WSQMOJSMS,,<unknown>,MOJ_MASTER
WSQSC,,<unknown>,MOJ_MASTER
WSQSLIM,,<unknown>,MOJ_MASTER
WSQSOE10214,,<unknown>,MOJ_MASTER
WSQSP4600,,<unknown>,MOJ_MASTER
WSQVE6-WISE,,<unknown>,MOJ_MASTER
WSQWSQ10215,,<unknown>,MOJ_MASTER
WSQWSQ102157,,<unknown>,MOJ_MASTER
WSQWSQ10243,,<unknown>,MOJ_MASTER
WSQWSQ10243-2,,<unknown>,MOJ_MASTER
WSQWSQ10341,,<unknown>,MOJ_MASTER
WSQWSQWSQ103412,,<unknown>,MOJ_MASTER
WSQWSQWSQA02956,,<unknown>,MOJ_MASTER
WSQWSQWSQWSQWSQ,,<unknown>,MOJ_MASTER
WYNNEM,,<unknown>,CORP_SERVICES
XCECWZLM,,<unknown>,MOJ_MASTER
XEBEC_EVAL,,<unknown>,CORP_SERVICES
YAVU-SOTU,,<unknown>,OMPERTH
YAVU-SOTU,,<unknown>,CORP_SERVICES
YEOHP,,<unknown>,CORP_SERVICES
YEOHP-ISD,,<unknown>,CORP_SERVICES
YOOM_ISD,,<unknown>,CORP_SERVICES
YOUNGD-FOI,,<unknown>,CORP_SERVICES
YOUNGD-ISD,,<unknown>,CORP_SERVICES
YR2K-ISD,,<unknown>,CORP_SERVICES
YUG-OS,,<unknown>,CORP_SERVICES
ZIMMERG,,<unknown>,CORP_SERVICES
ZIMMERG-FIN,,<unknown>,CORP_SERVICES
ZORBA_AU,,<unknown>,CORP_SERVICES
ZUIN-SOTU,,<unknown>,OMPERTH
ZUIN-SOTU,,<unknown>,CORP_SERVICES
ZUPANOVP,,<unknown>,RGO
16_BRO1660_3,¦amba 1.9.16p11,Computer,MOJ_MASTER
18_BRO1660_1,3OJIMAGE1,Computer,MOJ_MASTER
BAND95218,RAND98268,Computer,OMPERTH
MH8BROTHER,\LCADMIN,Computer,LOCAL_COURT
DGCLC01,Samba 1.9.16p11,Samba/Linux Server,MOJ_MASTER
DGCLC02,Samba 1.9.16p11,Samba/Linux Server,MOJ_MASTER
DGCRTDEV,Samba 1.9.16p11,Samba/Linux Server,MOJ_MASTER
DGWSQ01,Samba 1.9.16p11,Samba/Linux Server,MOJ_MASTER
MOJDG1,Samba 1.9.16p11,Samba/Linux Server,MOJ_MASTER
MOJDG2,Samba 1.9.18p10,Samba/Linux Server,MOJ_MASTER
MOJSUN1,Samba 2.0.4b,Samba/Linux Server,MOJ_MASTER
SPLASH,Splash M,Samba/Linux Server,CORP_SERVICES
WSQISDIBM1,IBM Netfinity CDROM Westralia SQ (15th),Samba/Linux Server,CORP_SERVICES
97019-CLC,Ministry of Justice,WFW 3.11 Workstation,MOJ_MASTER
TREWENAD-ISD,,Windows 95/98/Me Workstation,CORP_SERVICES
WSQ96840,Crown Solicitors Office,Windows 95/98/Me Workstation,CORP_SERVICES
ALBA98266,Albany Regional Prison OMSOUTH BDC,Windows NT 4.0 BDC,OMSOUTH
ALBA98306,Albany Prison - MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
ALBC98211,Albany CBC OMSOUTH BDC,Windows NT 4.0 BDC,OMSOUTH
ALBC98329,Albany CBS - MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
ARMACRTIBM1,Armadale Court, Genisys LOCAL_COURT BDC,Windows NT 4.0 BDC,LOCAL_COURT
BAND98318,Bandyup Womens  Prison BDC,Windows NT 4.0 BDC,MOJ_MASTER
BANJ98227,Banksia Hill JUV DET OMMETROSOUTH BDC,Windows NT 4.0 BDC,OMMETROSOUTH
BANJ98336,Banksia Hill JUV DE MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
BENC100331,Bentley CBS - MOJ_MASTER BDC (Vic Park),Windows NT 4.0 BDC,MOJ_MASTER
BROC98203,Broome CBC OmNorth BDC,Windows NT 4.0 BDC,OMNORTH
BROC98301,Broome CBC\JJ MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
BROO98202,Broome Regional Prison OMNORTH BDC,Windows NT 4.0 BDC,OMNORTH
BROO98300,Broome Prison BDC,Windows NT 4.0 BDC,MOJ_MASTER
BUNB98309,Bunbury Regional Prison MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
BUNC98216,Bunbury CBS,Windows NT 4.0 BDC,OMSOUTH
BUNC98310,Bunbury CBC\JJ MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
CANN98265,Canning Vale Prison Ommetrosouth BDC,Windows NT 4.0 BDC,OMMETROSOUTH
CANN98328,Canning Vale Prison Moj_master BDC,Windows NT 4.0 BDC,MOJ_MASTER
CARC98346,Carnarvon CBS MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
CASU98264,Casuarina Prison OMMETROSOUTH BDC,Windows NT 4.0 BDC,OMMETROSOUTH
CASU98333,Casurina Prison BDC,Windows NT 4.0 BDC,MOJ_MASTER
CCOU98209,Court Services  OMPERTH BDC,Windows NT 4.0 BDC,OMPERTH
CCOU98316,Court Services BDC,Windows NT 4.0 BDC,MOJ_MASTER
CLCADMIN,,Windows NT 4.0 BDC,MOJ_MASTER
CWSSRV,,Windows NT 4.0 BDC,LOCAL_COURT
DGENSRV,,Windows NT 4.0 BDC,CORP_SERVICES
EAGO98223,Eastern Goldfields Regional Prison OMSOUTH BDC,Windows NT 4.0 BDC,OMSOUTH
EAGO98311,Eastern Goldfields Prison BDC,Windows NT 4.0 BDC,MOJ_MASTER
EAST98340,East Perth Lockup MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
ESPC98342,Esperance CBC MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
FINSRV,,Windows NT 4.0 BDC,CORP_SERVICES
FREC98322,Freo Justice Complex,Windows NT 4.0 BDC,MOJ_MASTER
GERC98303,Geraldton CBC\JJ BDC,Windows NT 4.0 BDC,MOJ_MASTER
GREE98302,Greenough Prison BDC,Windows NT 4.0 BDC,MOJ_MASTER
HALC98338,Halls Creek CBC MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
HELPDESK,,Windows NT 4.0 BDC,CORP_SERVICES
HRSRV,,Windows NT 4.0 BDC,CORP_SERVICES
INAL98330,Information Analysis & Intel Moj_master BDC,Windows NT 4.0 BDC,MOJ_MASTER
JARD101165,Jardine House MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
JOOC98201,Joondalup CBC OMMETRONORTH BDC,Windows NT 4.0 BDC,OMMETRONORTH
JOOC98320,Joondalup CBC\JJ BDC,Windows NT 4.0 BDC,MOJ_MASTER
JOONCRTIBM1,Joondalup Court, Genisys LOCAL_COURT BDC,Windows NT 4.0 BDC,LOCAL_COURT
JURYSRV,,Windows NT 4.0 BDC,LOCAL_COURT
KALC98221,Kalgoorlie CBC OMSOUTH BDC,Windows NT 4.0 BDC,OMSOUTH
KALC98312,Kalgoorlie CBC\JJ BDC,Windows NT 4.0 BDC,MOJ_MASTER
KARC98343,Karratha CBS - MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
KARN98218,Karnet Prison Farm OMMETROSOUTH BDC,Windows NT 4.0 BDC,OMMETROSOUTH
KARN98334-1,Karnet Prison MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
KILL98208,Killara Support Services & Vic Park JJT BDC,Windows NT 4.0 BDC,OMMETROSOUTH
KILL98326,Killara Support Servicse & Vic Park JJT BDC,Windows NT 4.0 BDC,MOJ_MASTER
KUNC98337,Kununura CBC MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
LAWC98204,Central Law Courts BDC,Windows NT 4.0 BDC,OMPERTH
MADC98210,Maddington CBC OMMETROSOUTH BDC,Windows NT 4.0 BDC,OMMETROSOUTH
MANC98219,Mandurah CBC OMMETROSOUTH BDC,Windows NT 4.0 BDC,OMMETROSOUTH
MANC98324,Mandurah CBC\JJ MOJ_MASTER BDC,Windows NT 4.0 BDC,MOJ_MASTER
MEEC98347,Meekatharra CBS - BDC,Windows NT 4.0 BDC,MOJ_MASTER
